customerID,Churn_Probability,Risk_Label,tenure,MonthlyCharges,TotalCharges,Segment,CLV_Enhanced,CLV_Tier,Churn,Priority,Retention_Strategy
0094-OIFMO,0.8792,High Risk,11,95.0,1120.3,Loyal Customers,840.22,High Value,Yes,Critical,Personal Relationship Manager
9227-UAQFT,0.0419,Low Risk,16,19.75,284.35,Inactive,94.78,Low Value,No,Low,No Action Needed
7301-ABVAD,0.0254,Low Risk,72,86.6,6350.5,Champions,5821.29,Premium,No,Low,No Action Needed
6614-FHDBO,0.1085,Low Risk,72,109.2,7878.3,Champions,7878.3,Premium,No,Low,No Action Needed
7576-ASEJU,0.3807,Low Risk,41,74.7,3187.65,Loyal Customers,2390.74,High Value,No,Low,No Action Needed
9058-HRZSV,0.2944,Low Risk,65,94.4,6126.15,Champions,5615.64,Premium,No,Low,No Action Needed
4522-AKYLR,0.5235,Medium Risk,13,54.8,731.3,At Risk,365.65,Medium Value,No,Medium,SMS Reminder
0221-WMXNQ,0.7395,High Risk,4,75.35,273.4,At Risk,136.7,Low Value,No,High,Email Campaign
0303-UNCIP,0.2198,Low Risk,41,65.0,2531.8,Loyal Customers,1687.87,High Value,No,Low,No Action Needed
9947-OTFQU,0.777,High Risk,15,74.4,1074.3,At Risk,626.68,Medium Value,Yes,High,Discount Offer
0322-YINQP,0.7162,High Risk,1,48.55,48.55,Inactive,20.23,Low Value,Yes,High,Email Campaign
0959-WHOKV,0.3981,Low Risk,42,99.0,4298.45,Champions,3940.25,Premium,No,Low,No Action Needed
4075-JFPGR,0.3075,Low Risk,51,93.5,4619.55,Champions,3849.63,Premium,No,Low,No Action Needed
4629-NRXKX,0.8005,High Risk,2,70.4,147.15,Inactive,61.31,Low Value,Yes,High,Email Campaign
9514-JDSKI,0.8989,High Risk,1,40.2,40.2,Inactive,16.75,Low Value,Yes,High,Email Campaign
3282-ZISZV,0.2915,Low Risk,32,83.7,2633.3,Champions,2194.42,High Value,No,Low,No Action Needed
3675-YDUPJ,0.3084,Low Risk,10,19.85,193.05,Inactive,64.35,Low Value,No,Low,No Action Needed
4111-BNXIF,0.09,Low Risk,67,59.55,4103.9,Loyal Customers,3077.92,Premium,No,Low,No Action Needed
7017-VFHAY,0.1039,Low Risk,61,115.1,7008.15,Champions,7008.15,Premium,No,Low,No Action Needed
6655-LHBYW,0.4274,Medium Risk,50,114.35,5791.1,Champions,5308.51,Premium,No,High,Loyalty Reward
4959-JOSRX,0.7124,High Risk,2,44.6,80.55,Inactive,26.85,Low Value,Yes,High,Email Campaign
5046-NUHWD,0.4943,Medium Risk,29,45.0,1228.65,At Risk,614.33,Medium Value,No,Medium,SMS Reminder
7273-TEFQD,0.8592,High Risk,3,41.15,132.2,Inactive,55.08,Low Value,Yes,High,Email Campaign
3606-TWKGI,0.8918,High Risk,13,106.9,1364.3,Champions,1136.92,High Value,Yes,Critical,Personal Relationship Manager
7529-ZDFXI,0.6599,Medium Risk,57,89.85,4925.35,Champions,4104.46,Premium,No,High,Loyalty Reward
7605-BDWDC,0.0331,Low Risk,31,49.85,1520.1,Loyal Customers,1013.4,High Value,No,Low,No Action Needed
1950-KSVVJ,0.208,Low Risk,45,113.3,5032.25,Champions,4612.9,Premium,No,Low,No Action Needed
0123-CRBRT,0.015,Low Risk,61,88.1,5526.75,Champions,5066.19,Premium,No,Low,No Action Needed
6292-TOSSS,0.0694,Low Risk,50,24.9,1195.25,At Risk,597.62,Medium Value,No,Low,No Action Needed
3197-ARFOY,0.6921,Medium Risk,19,105.0,2007.25,Champions,1672.71,High Value,No,High,Loyalty Reward
6323-AYBRX,0.1691,Low Risk,59,19.35,1099.6,At Risk,549.8,Medium Value,Yes,Low,No Action Needed
7014-ZZXAW,0.012,Low Risk,71,24.25,1732.95,At Risk,1010.89,High Value,No,Low,No Action Needed
4385-GZQXV,0.7549,High Risk,16,94.45,1511.2,Loyal Customers,1133.4,High Value,Yes,Critical,Personal Relationship Manager
7633-MVPUY,0.048,Low Risk,57,59.75,3450.15,Loyal Customers,2587.61,High Value,No,Low,No Action Needed
6366-ZGQGL,0.7818,High Risk,1,24.8,24.8,Inactive,6.2,Low Value,Yes,High,Email Campaign
4716-HHKQH,0.599,Medium Risk,20,107.05,2172.05,Champions,1810.04,High Value,No,High,Loyalty Reward
5940-AHUHD,0.8865,High Risk,1,70.6,70.6,Inactive,29.42,Low Value,Yes,High,Email Campaign
6432-TWQLB,0.8749,High Risk,5,85.4,401.1,At Risk,233.98,Medium Value,Yes,High,Discount Offer
4484-GLZOU,0.7777,High Risk,52,105.05,5624.85,Champions,5156.11,Premium,Yes,Critical,Personal Relationship Manager
3179-GBRWV,0.401,Medium Risk,21,64.95,1339.8,At Risk,781.55,Medium Value,No,Medium,SMS Reminder
8645-KWHJO,0.5874,Medium Risk,14,55.0,771.95,At Risk,450.3,Medium Value,No,Medium,SMS Reminder
4130-MZLCC,0.5044,Medium Risk,5,50.55,244.75,Inactive,101.98,Low Value,No,Medium,SMS Reminder
0314-TKOSI,0.3593,Low Risk,6,55.15,322.9,Inactive,134.54,Low Value,No,Low,No Action Needed
8229-MYEJZ,0.3849,Low Risk,10,51.2,498.25,At Risk,249.12,Medium Value,No,Low,No Action Needed
2080-SRCDE,0.5761,Medium Risk,1,25.4,25.4,Inactive,8.47,Low Value,No,Medium,SMS Reminder
9577-WJVCQ,0.102,Low Risk,68,54.45,3687.75,Loyal Customers,2458.5,High Value,No,Low,No Action Needed
9512-UIBFX,0.5746,Medium Risk,18,95.15,1779.95,Loyal Customers,1334.96,High Value,Yes,High,Loyalty Reward
6202-DYYFX,0.1861,Low Risk,22,76.0,1783.6,At Risk,1040.43,High Value,No,Low,No Action Needed
3808-HFKDE,0.5716,Medium Risk,20,44.35,927.15,Inactive,386.31,Medium Value,No,Medium,SMS Reminder
5583-SXDAG,0.9109,High Risk,1,70.0,70.0,Inactive,23.33,Low Value,Yes,High,Email Campaign
3488-PGMQJ,0.8073,High Risk,8,74.5,606.55,At Risk,303.27,Medium Value,Yes,High,Discount Offer
3580-REOAC,0.4052,Medium Risk,10,44.85,435.4,Inactive,181.42,Medium Value,Yes,Medium,SMS Reminder
7534-BFESC,0.7409,High Risk,24,76.1,1712.7,At Risk,999.08,High Value,Yes,Critical,Personal Relationship Manager
3727-OWVYD,0.0848,Low Risk,35,61.2,2021.2,Loyal Customers,1347.47,High Value,No,Low,No Action Needed
2294-SALNE,0.0996,Low Risk,23,86.8,1940.8,Loyal Customers,1293.87,High Value,No,Low,No Action Needed
4847-TAJYI,0.8999,High Risk,6,89.35,567.8,At Risk,283.9,Medium Value,No,High,Discount Offer
1563-IWQEX,0.2573,Low Risk,12,19.7,220.35,Inactive,73.45,Low Value,No,Low,No Action Needed
8203-XJZRC,0.5606,Medium Risk,1,20.25,20.25,Inactive,5.06,Low Value,No,Medium,SMS Reminder
6556-DBKZF,0.052,Low Risk,71,76.05,5436.45,Loyal Customers,4077.34,Premium,No,Low,No Action Needed
6851-WEFYX,0.7928,High Risk,35,100.8,3437.5,Champions,2864.58,High Value,No,Critical,Personal Relationship Manager
2985-JUUBZ,0.5193,Medium Risk,40,74.55,3015.75,Loyal Customers,2261.81,High Value,No,High,Loyalty Reward
6390-DSAZX,0.8296,High Risk,1,73.6,73.6,At Risk,36.8,Low Value,Yes,High,Email Campaign
0895-LMRSF,0.3189,Low Risk,23,64.9,1509.8,At Risk,754.9,Medium Value,No,Low,No Action Needed
8098-LLAZX,0.9475,High Risk,4,95.45,396.1,Loyal Customers,264.07,Medium Value,Yes,High,Discount Offer
8266-VBFQL,0.7885,High Risk,4,90.4,356.65,Loyal Customers,237.77,Medium Value,No,High,Discount Offer
8181-YHCMF,0.0338,Low Risk,68,60.3,4109.0,Loyal Customers,3081.75,Premium,No,Low,No Action Needed
2240-HSJQD,0.5177,Medium Risk,38,81.85,3141.7,Loyal Customers,2094.47,High Value,No,High,Loyalty Reward
1248-DYXUB,0.0238,Low Risk,52,24.8,1229.1,At Risk,614.55,Medium Value,No,Low,No Action Needed
0265-EDXBD,0.7572,High Risk,32,74.9,2303.35,Loyal Customers,1535.57,High Value,Yes,Critical,Personal Relationship Manager
4115-BNPJY,0.0343,Low Risk,29,75.55,2054.4,Loyal Customers,1369.6,High Value,No,Low,No Action Needed
3167-SNQPL,0.566,Medium Risk,38,101.15,3741.85,Champions,3118.21,Premium,No,High,Loyalty Reward
4091-TVOCN,0.2663,Low Risk,48,78.75,3682.45,Champions,3068.71,Premium,No,Low,No Action Needed
1098-TDVUQ,0.4649,Medium Risk,1,19.25,19.25,Inactive,4.81,Low Value,No,Medium,SMS Reminder
7277-OZCGZ,0.5951,Medium Risk,22,89.05,1886.25,Loyal Customers,1257.5,High Value,No,High,Loyalty Reward
1557-EMYVT,0.2991,Low Risk,43,115.05,4895.1,Champions,4487.18,Premium,No,Low,No Action Needed
2799-ARNLO,0.8248,High Risk,5,69.35,341.6,Inactive,113.87,Low Value,No,High,Email Campaign
7563-BIUPC,0.8339,High Risk,5,80.6,415.55,At Risk,207.78,Medium Value,Yes,High,Discount Offer
5027-YOCXN,0.2874,Low Risk,51,110.05,5686.4,Champions,5212.53,Premium,No,Low,No Action Needed
3973-SKMLN,0.0067,Low Risk,71,19.9,1355.1,At Risk,677.55,Medium Value,No,Low,No Action Needed
2321-OMBXY,0.3025,Low Risk,38,80.3,3058.65,Champions,2548.88,High Value,Yes,Low,No Action Needed
2840-XANRC,0.7569,High Risk,24,93.15,2231.05,Loyal Customers,1673.29,High Value,Yes,Critical,Personal Relationship Manager
6745-JEFZB,0.4765,Medium Risk,35,91.5,3236.35,Champions,2696.96,High Value,No,High,Loyalty Reward
5020-ZSTTY,0.3166,Low Risk,54,82.45,4350.1,Champions,3625.08,Premium,Yes,Low,No Action Needed
9880-TDQAC,0.0939,Low Risk,72,60.0,4264.0,Loyal Customers,3198.0,Premium,No,Low,No Action Needed
8705-WZCYL,0.8331,High Risk,1,44.8,44.8,Inactive,14.93,Low Value,No,High,Email Campaign
7102-JJVTX,0.1195,Low Risk,9,48.6,422.3,Inactive,175.96,Medium Value,No,Low,No Action Needed
8626-PTQGE,0.0214,Low Risk,69,60.05,4176.7,Loyal Customers,3132.52,Premium,No,Low,No Action Needed
4983-CLMLV,0.6156,Medium Risk,52,102.7,5138.1,Champions,4709.92,Premium,No,High,Loyalty Reward
5701-YVSVF,0.7913,High Risk,11,82.9,880.05,At Risk,513.36,Medium Value,No,High,Discount Offer
5804-LEPIM,0.8487,High Risk,2,70.35,139.05,Inactive,46.35,Low Value,Yes,High,Email Campaign
5697-GOMBF,0.517,Medium Risk,28,35.9,973.65,Inactive,405.69,Medium Value,No,Medium,SMS Reminder
2739-CACDQ,0.7071,High Risk,17,82.65,1470.05,At Risk,857.53,High Value,No,Critical,Personal Relationship Manager
9385-EHGDO,0.0323,Low Risk,35,19.85,739.35,Inactive,308.06,Medium Value,No,Low,No Action Needed
9498-FIMXL,0.0936,Low Risk,8,19.2,161.95,Inactive,40.49,Low Value,No,Low,No Action Needed
2379-GYFLQ,0.3135,Low Risk,46,94.9,4422.95,Champions,3685.79,Premium,No,Low,No Action Needed
0122-OAHPZ,0.8585,High Risk,7,73.85,511.25,At Risk,255.62,Medium Value,Yes,High,Discount Offer
2868-SNELZ,0.87,High Risk,2,80.6,155.8,At Risk,77.9,Low Value,Yes,High,Email Campaign
4322-RCYMT,0.2562,Low Risk,68,75.8,5293.95,Champions,4852.79,Premium,Yes,Low,No Action Needed
6680-NENYN,0.5092,Medium Risk,43,104.6,4759.85,Champions,4363.2,Premium,Yes,High,Loyalty Reward
2088-IEBAU,0.0904,Low Risk,68,88.15,6148.45,Champions,5636.08,Premium,No,Low,No Action Needed
7982-VCELR,0.4887,Medium Risk,36,94.8,3565.65,Champions,2971.38,High Value,No,High,Loyalty Reward
1343-EHPYB,0.6246,Medium Risk,63,103.4,6603.0,Champions,6603.0,Premium,Yes,High,Loyalty Reward
6035-BXTTY,0.2106,Low Risk,32,54.65,1830.1,At Risk,1067.56,High Value,No,Low,No Action Needed
6885-PKOAM,0.0355,Low Risk,71,85.75,6223.8,Champions,5705.15,Premium,No,Low,No Action Needed
7520-HQWJU,0.1746,Low Risk,66,67.45,4508.65,Loyal Customers,3381.49,Premium,No,Low,No Action Needed
9639-BUJXT,0.0287,Low Risk,63,20.5,1328.15,At Risk,664.08,Medium Value,No,Low,No Action Needed
5924-SNGKP,0.0389,Low Risk,41,20.25,865.0,Inactive,360.42,Medium Value,No,Low,No Action Needed
0021-IKXGC,0.9365,High Risk,1,72.1,72.1,At Risk,36.05,Low Value,No,High,Email Campaign
2034-GDRCN,0.901,High Risk,2,90.4,168.2,At Risk,98.12,Low Value,Yes,High,Email Campaign
8966-SNIZF,0.0175,Low Risk,70,19.45,1303.5,At Risk,651.75,Medium Value,No,Low,No Action Needed
6243-OZGFH,0.698,Medium Risk,23,44.95,996.85,At Risk,498.42,Medium Value,No,Medium,SMS Reminder
4654-DLAMQ,0.0965,Low Risk,64,97.0,6430.9,Champions,5894.99,Premium,No,Low,No Action Needed
0513-RBGPE,0.0474,Low Risk,37,62.8,2278.75,Loyal Customers,1519.17,High Value,No,Low,No Action Needed
5160-UXJED,0.1499,Low Risk,17,44.6,681.4,Inactive,283.92,Medium Value,No,Low,No Action Needed
4115-NZRKS,0.8917,High Risk,7,89.15,574.35,At Risk,287.18,Medium Value,No,High,Discount Offer
0219-YTZUE,0.894,High Risk,4,84.8,371.9,At Risk,216.94,Medium Value,Yes,High,Discount Offer
0623-IIHUG,0.7193,High Risk,21,41.9,840.1,At Risk,420.05,Medium Value,Yes,High,Discount Offer
4572-DVCGN,0.7721,High Risk,10,80.25,846.0,At Risk,493.5,Medium Value,Yes,High,Discount Offer
3351-NGXYI,0.5367,Medium Risk,16,54.1,889.0,At Risk,444.5,Medium Value,No,Medium,SMS Reminder
8984-EYLLL,0.214,Low Risk,64,105.25,6823.4,Champions,6823.4,Premium,No,Low,No Action Needed
9057-MSWCO,0.5548,Medium Risk,27,30.75,805.1,Inactive,268.37,Medium Value,Yes,Medium,SMS Reminder
9833-TGFHX,0.3425,Low Risk,42,97.1,4016.75,Champions,3347.29,Premium,No,Low,No Action Needed
9294-TDIPC,0.2727,Low Risk,5,20.2,83.75,Inactive,20.94,Low Value,No,Low,No Action Needed
5229-DTFYB,0.1471,Low Risk,41,98.8,3959.15,Champions,3299.29,Premium,No,Low,No Action Needed
0104-PPXDV,0.0876,Low Risk,58,50.3,2878.55,Loyal Customers,1919.03,High Value,No,Low,No Action Needed
5176-LMJXE,0.021,Low Risk,47,20.55,945.7,Inactive,394.04,Medium Value,No,Low,No Action Needed
3583-KRKMD,0.4092,Medium Risk,18,75.9,1373.05,At Risk,800.95,Medium Value,No,Medium,SMS Reminder
1010-DIAUQ,0.8792,High Risk,5,96.5,492.55,Loyal Customers,328.37,Medium Value,Yes,High,Discount Offer
9069-LGEUL,0.2901,Low Risk,23,59.95,1406.0,At Risk,703.0,Medium Value,No,Low,No Action Needed
7302-ZHMHP,0.3418,Low Risk,1,19.15,19.15,Inactive,4.79,Low Value,No,Low,No Action Needed
9571-EDEBV,0.3277,Low Risk,71,98.65,6962.85,Champions,6382.61,Premium,No,Low,No Action Needed
3520-FJGCV,0.0199,Low Risk,72,112.6,8126.65,Champions,8126.65,Premium,No,Low,No Action Needed
6563-VRERX,0.0413,Low Risk,33,20.6,690.25,Inactive,287.6,Medium Value,No,Low,No Action Needed
0259-GBZSH,0.9123,High Risk,2,85.65,181.5,At Risk,90.75,Low Value,Yes,High,Email Campaign
6122-EFVKN,0.0345,Low Risk,24,35.75,830.8,At Risk,415.4,Medium Value,No,Low,No Action Needed
2805-EDJPQ,0.2439,Low Risk,56,99.75,5608.4,Champions,5608.4,Premium,No,Low,No Action Needed
6862-CQUMB,0.5584,Medium Risk,37,96.1,3646.8,Champions,3039.0,Premium,No,High,Loyalty Reward
7156-MXBJE,0.226,Low Risk,43,85.1,3662.25,Champions,3051.88,Premium,No,Low,No Action Needed
6158-HDPXZ,0.7818,High Risk,1,25.35,25.35,Inactive,6.34,Low Value,No,High,Email Campaign
9601-BRXPO,0.7895,High Risk,25,104.95,2566.5,Champions,2138.75,High Value,Yes,Critical,Personal Relationship Manager
2863-IMQDR,0.0581,Low Risk,61,89.65,5308.7,Champions,4866.31,Premium,No,Low,No Action Needed
5686-CMAWK,0.2648,Low Risk,17,86.75,1410.25,Loyal Customers,940.17,High Value,No,Low,No Action Needed
5651-CRHKQ,0.0784,Low Risk,41,86.2,3339.05,Loyal Customers,2504.29,High Value,No,Low,No Action Needed
6905-NIQIN,0.7157,High Risk,1,50.65,50.65,Inactive,21.1,Low Value,Yes,High,Email Campaign
8204-YJCLA,0.0133,Low Risk,72,64.8,4732.35,Champions,3943.63,Premium,No,Low,No Action Needed
5167-ZFFMM,0.9363,High Risk,1,90.85,90.85,Loyal Customers,60.57,Low Value,Yes,High,Email Campaign
6583-SZVGP,0.4527,Medium Risk,48,108.1,5067.45,Champions,4645.16,Premium,No,High,Loyalty Reward
4895-TMWIR,0.2675,Low Risk,11,19.95,214.75,Inactive,71.58,Low Value,Yes,Low,No Action Needed
0533-BNWKF,0.7037,High Risk,55,85.45,4874.7,Loyal Customers,3656.02,Premium,Yes,Critical,Personal Relationship Manager
1708-PBBOA,0.1769,Low Risk,42,54.75,2348.45,Loyal Customers,1565.63,High Value,No,Low,No Action Needed
8782-LKFPK,0.4498,Medium Risk,44,90.4,4063.0,Champions,3385.83,Premium,No,High,Loyalty Reward
5522-JBWMO,0.7657,High Risk,1,44.0,44.0,Inactive,14.67,Low Value,No,High,Email Campaign
3597-MVHJT,0.7013,High Risk,27,95.6,2595.25,Loyal Customers,1946.44,High Value,No,Critical,Personal Relationship Manager
9774-NRNAU,0.3235,Low Risk,27,84.8,2309.55,Loyal Customers,1732.16,High Value,No,Low,No Action Needed
0224-RLWWD,0.7975,High Risk,2,44.3,89.3,Inactive,29.77,Low Value,No,High,Email Campaign
9967-ATRFS,0.1362,Low Risk,19,19.9,367.55,Inactive,122.52,Low Value,No,Low,No Action Needed
3951-NJCVI,0.758,High Risk,42,95.05,3944.5,Champions,3287.08,Premium,No,Critical,Personal Relationship Manager
2977-CEBSX,0.0509,Low Risk,66,90.05,5965.95,Champions,5965.95,Premium,No,Low,No Action Needed
0177-PXBAT,0.5833,Medium Risk,33,109.9,3694.7,Champions,3386.81,Premium,No,High,Loyalty Reward
6599-CEBNN,0.594,Medium Risk,34,73.95,2524.45,Loyal Customers,1682.97,High Value,Yes,High,Loyalty Reward
2519-ERQOJ,0.3344,Low Risk,33,54.6,1803.7,Loyal Customers,1202.47,High Value,No,Low,No Action Needed
5876-QMYLD,0.0469,Low Risk,23,20.05,415.1,Inactive,138.37,Low Value,No,Low,No Action Needed
2277-AXSDC,0.0727,Low Risk,32,19.75,624.15,Inactive,260.06,Medium Value,No,Low,No Action Needed
9442-JTWDL,0.0619,Low Risk,11,20.05,237.7,Inactive,79.23,Low Value,No,Low,No Action Needed
0979-PHULV,0.6741,Medium Risk,69,99.45,7007.6,Champions,6423.63,Premium,Yes,High,Loyalty Reward
3067-SVMTC,0.0338,Low Risk,68,55.9,3848.8,Loyal Customers,2565.87,High Value,No,Low,No Action Needed
5495-GPSRW,0.0375,Low Risk,20,19.7,419.4,Inactive,139.8,Low Value,No,Low,No Action Needed
7606-BPHHN,0.0058,Low Risk,72,19.8,1468.75,At Risk,734.38,Medium Value,No,Low,No Action Needed
4742-DRORA,0.1034,Low Risk,60,95.4,5812.0,Champions,5327.67,Premium,No,Low,No Action Needed
0111-KLBQG,0.6699,Medium Risk,32,93.95,2861.45,Champions,2384.54,High Value,No,High,Loyalty Reward
4800-VHZKI,0.6865,Medium Risk,1,19.9,19.9,Inactive,4.97,Low Value,Yes,Medium,SMS Reminder
7989-CHGTL,0.6784,Medium Risk,1,19.6,19.6,Inactive,4.9,Low Value,Yes,Medium,SMS Reminder
0334-GDDSO,0.8923,High Risk,3,81.35,233.7,At Risk,116.85,Low Value,Yes,High,Email Campaign
4163-NCJAK,0.1078,Low Risk,46,24.45,1066.15,At Risk,533.08,Medium Value,No,Low,No Action Needed
5233-AOZUF,0.7141,High Risk,29,74.95,2149.05,At Risk,1253.61,High Value,No,Critical,Personal Relationship Manager
5973-EJGDP,0.5811,Medium Risk,51,87.35,4473.0,Loyal Customers,3354.75,Premium,No,High,Loyalty Reward
1996-DBMUS,0.4906,Medium Risk,48,70.65,3545.05,At Risk,2067.95,High Value,No,High,Loyalty Reward
7916-VCCPB,0.5215,Medium Risk,16,73.25,1195.75,At Risk,697.52,Medium Value,No,Medium,SMS Reminder
4686-GEFRM,0.2048,Low Risk,70,98.7,6858.9,Champions,6858.9,Premium,No,Low,No Action Needed
5249-QYHEX,0.0399,Low Risk,40,24.8,1024.7,At Risk,512.35,Medium Value,No,Low,No Action Needed
0578-SKVMF,0.5995,Medium Risk,22,83.3,1845.9,At Risk,1076.78,High Value,Yes,High,Loyalty Reward
5564-NEMQO,0.9206,High Risk,1,75.3,75.3,At Risk,37.65,Low Value,Yes,High,Email Campaign
2233-FAGXV,0.4122,Medium Risk,5,24.3,132.25,Inactive,44.08,Low Value,No,Medium,SMS Reminder
5605-IYGFG,0.711,High Risk,7,69.85,515.45,Inactive,171.82,Medium Value,No,High,Discount Offer
7663-ZTEGJ,0.21,Low Risk,29,100.55,2830.45,Champions,2358.71,High Value,No,Low,No Action Needed
3935-TBRZZ,0.0813,Low Risk,44,25.7,1110.5,At Risk,555.25,Medium Value,No,Low,No Action Needed
8111-BKVDS,0.3973,Low Risk,10,40.7,449.3,At Risk,224.65,Medium Value,No,Low,No Action Needed
2055-SIFSS,0.2972,Low Risk,55,51.65,2838.55,At Risk,1655.82,High Value,No,Low,No Action Needed
2806-MLNTI,0.5922,Medium Risk,52,105.1,5376.4,Champions,4928.37,Premium,No,High,Loyalty Reward
8734-DKSTZ,0.7937,High Risk,10,85.95,858.6,At Risk,500.85,Medium Value,No,High,Discount Offer
4360-PNRQB,0.6253,Medium Risk,18,75.6,1395.05,At Risk,813.78,High Value,No,High,Loyalty Reward
6152-ONASV,0.0401,Low Risk,68,58.25,3975.7,Loyal Customers,2981.77,High Value,No,Low,No Action Needed
9063-ZGTUY,0.3702,Low Risk,61,19.4,1182.55,At Risk,591.28,Medium Value,Yes,Low,No Action Needed
7781-HVGMK,0.0167,Low Risk,72,65.2,4784.45,Champions,3987.04,Premium,No,Low,No Action Needed
2181-UAESM,0.6813,Medium Risk,2,53.45,119.5,Inactive,49.79,Low Value,No,Medium,SMS Reminder
2957-LOLHO,0.4046,Medium Risk,12,45.4,518.9,Inactive,216.21,Medium Value,Yes,Medium,SMS Reminder
6048-NJXHX,0.0635,Low Risk,41,19.75,899.45,Inactive,374.77,Medium Value,No,Low,No Action Needed
2320-SLKMB,0.4174,Medium Risk,26,44.45,1183.8,At Risk,591.9,Medium Value,No,Medium,SMS Reminder
4980-URKXC,0.0603,Low Risk,36,20.85,720.05,Inactive,300.02,Medium Value,No,Low,No Action Needed
4376-KFVRS,0.0199,Low Risk,72,114.05,8468.2,Champions,8468.2,Premium,No,Low,No Action Needed
5886-VLQVU,0.4367,Medium Risk,35,89.85,3161.2,Loyal Customers,2370.9,High Value,No,High,Loyalty Reward
3577-AMVUX,0.6787,Medium Risk,1,55.05,55.05,Inactive,22.94,Low Value,No,Medium,SMS Reminder
0771-WLCLA,0.6352,Medium Risk,16,112.95,1882.55,Champions,1568.79,High Value,No,High,Loyalty Reward
5628-RKIFK,0.6544,Medium Risk,49,101.55,5070.4,Champions,4225.33,Premium,No,High,Loyalty Reward
0206-TBWLC,0.3343,Low Risk,54,114.65,6049.5,Champions,5545.38,Premium,No,Low,No Action Needed
2937-FTHUR,0.4248,Medium Risk,18,64.8,1166.7,At Risk,680.58,Medium Value,No,Medium,SMS Reminder
1910-FMXJM,0.6116,Medium Risk,36,80.4,2937.65,Loyal Customers,1958.43,High Value,No,High,Loyalty Reward
7752-XUSCI,0.6874,Medium Risk,60,105.9,6396.45,Champions,6396.45,Premium,Yes,High,Loyalty Reward
4110-PFEUZ,0.896,High Risk,1,69.55,69.55,Inactive,23.18,Low Value,Yes,High,Email Campaign
0732-OCQOC,0.031,Low Risk,52,25.05,1270.25,At Risk,635.12,Medium Value,No,Low,No Action Needed
5168-MSWXT,0.8685,High Risk,8,94.75,759.55,Loyal Customers,506.37,Medium Value,No,High,Discount Offer
1090-ESELR,0.0423,Low Risk,72,105.5,7611.55,Champions,7611.55,Premium,No,Low,No Action Needed
8592-PLTMQ,0.0394,Low Risk,64,24.7,1642.75,At Risk,958.27,High Value,No,Low,No Action Needed
5760-WRAHC,0.2855,Low Risk,22,69.75,1545.4,At Risk,901.48,High Value,No,Low,No Action Needed
8847-GEOOQ,0.1191,Low Risk,60,60.2,3582.4,Loyal Customers,2686.8,High Value,No,Low,No Action Needed
0256-LTHVJ,0.6374,Medium Risk,28,81.05,2227.1,At Risk,1299.14,High Value,Yes,High,Loyalty Reward
4785-FCIFB,0.0217,Low Risk,61,24.4,1417.9,At Risk,827.11,High Value,No,Low,No Action Needed
8313-NDOIA,0.8708,High Risk,24,104.15,2494.65,Champions,2078.88,High Value,No,Critical,Personal Relationship Manager
5149-CUZUJ,0.0986,Low Risk,28,92.9,2768.35,Loyal Customers,2076.26,High Value,No,Low,No Action Needed
0942-KOWSM,0.0418,Low Risk,30,80.8,2369.3,Champions,1974.42,High Value,No,Low,No Action Needed
4237-CLSMM,0.266,Low Risk,2,20.0,38.0,Inactive,9.5,Low Value,No,Low,No Action Needed
1452-VOQCH,0.9453,High Risk,1,75.1,75.1,At Risk,37.55,Low Value,No,High,Email Campaign
4719-UMSIY,0.2682,Low Risk,6,19.65,100.9,Inactive,25.22,Low Value,No,Low,No Action Needed
6614-VBEGU,0.3257,Low Risk,24,69.45,1614.05,At Risk,941.53,High Value,No,Low,No Action Needed
0880-TKATG,0.899,High Risk,4,101.15,385.9,Loyal Customers,257.27,Medium Value,Yes,High,Discount Offer
3811-VBYBZ,0.9503,High Risk,7,99.8,673.25,Loyal Customers,448.83,Medium Value,Yes,High,Discount Offer
1480-BKXGA,0.0487,Low Risk,72,116.05,8404.9,Champions,8404.9,Premium,No,Low,No Action Needed
2996-XAUVF,0.0138,Low Risk,70,40.05,2799.75,Loyal Customers,1866.5,High Value,No,Low,No Action Needed
