customerID,tenure,MonthlyCharges,TotalCharges,RFM_Score,Segment,CLV_Enhanced,CLV_Tier,Churn
8984-EYLLL,64,105.25,6823.4,12,Champions,6823.4,Premium,No
9057-MSWCO,27,30.75,805.1,4,Inactive,268.37,Medium Value,Yes
9833-TGFHX,42,97.1,4016.75,10,Champions,3347.29,Premium,No
9294-TDIPC,5,20.2,83.75,3,Inactive,20.94,Low Value,No
5229-DTFYB,41,98.8,3959.15,10,Champions,3299.29,Premium,No
0104-PPXDV,58,50.3,2878.55,8,Loyal Customers,1919.03,High Value,No
5176-LMJXE,47,20.55,945.7,5,Inactive,394.04,Medium Value,No
3583-KRKMD,18,75.9,1373.05,7,At Risk,800.95,Medium Value,No
1010-DIAUQ,5,96.5,492.55,8,Loyal Customers,328.37,Medium Value,Yes
9069-LGEUL,23,59.95,1406.0,6,At Risk,703.0,Medium Value,No
7302-ZHMHP,1,19.15,19.15,3,Inactive,4.79,Low Value,No
9571-EDEBV,71,98.65,6962.85,11,Champions,6382.61,Premium,No
3520-FJGCV,72,112.6,8126.65,12,Champions,8126.65,Premium,No
6563-VRERX,33,20.6,690.25,5,Inactive,287.6,Medium Value,No
0259-GBZSH,2,85.65,181.5,6,At Risk,90.75,Low Value,Yes
6122-EFVKN,24,35.75,830.8,6,At Risk,415.4,Medium Value,No
2805-EDJPQ,56,99.75,5608.4,12,Champions,5608.4,Premium,No
6862-CQUMB,37,96.1,3646.8,10,Champions,3039.0,Premium,No
7156-MXBJE,43,85.1,3662.25,10,Champions,3051.88,Premium,No
6158-HDPXZ,1,25.35,25.35,3,Inactive,6.34,Low Value,No
9601-BRXPO,25,104.95,2566.5,10,Champions,2138.75,High Value,Yes
2863-IMQDR,61,89.65,5308.7,11,Champions,4866.31,Premium,No
5686-CMAWK,17,86.75,1410.25,8,Loyal Customers,940.17,High Value,No
5651-CRHKQ,41,86.2,3339.05,9,Loyal Customers,2504.29,High Value,No
6905-NIQIN,1,50.65,50.65,5,Inactive,21.1,Low Value,Yes
8204-YJCLA,72,64.8,4732.35,10,Champions,3943.63,Premium,No
5167-ZFFMM,1,90.85,90.85,8,Loyal Customers,60.57,Low Value,Yes
6583-SZVGP,48,108.1,5067.45,11,Champions,4645.16,Premium,No
4895-TMWIR,11,19.95,214.75,4,Inactive,71.58,Low Value,Yes
0533-BNWKF,55,85.45,4874.7,9,Loyal Customers,3656.02,Premium,Yes
1708-PBBOA,42,54.75,2348.45,8,Loyal Customers,1565.63,High Value,No
8782-LKFPK,44,90.4,4063.0,10,Champions,3385.83,Premium,No
5522-JBWMO,1,44.0,44.0,4,Inactive,14.67,Low Value,No
3597-MVHJT,27,95.6,2595.25,9,Loyal Customers,1946.44,High Value,No
9774-NRNAU,27,84.8,2309.55,9,Loyal Customers,1732.16,High Value,No
0224-RLWWD,2,44.3,89.3,4,Inactive,29.77,Low Value,No
9967-ATRFS,19,19.9,367.55,4,Inactive,122.52,Low Value,No
3951-NJCVI,42,95.05,3944.5,10,Champions,3287.08,Premium,No
2977-CEBSX,66,90.05,5965.95,12,Champions,5965.95,Premium,No
0177-PXBAT,33,109.9,3694.7,11,Champions,3386.81,Premium,No
6599-CEBNN,34,73.95,2524.45,8,Loyal Customers,1682.97,High Value,Yes
2519-ERQOJ,33,54.6,1803.7,8,Loyal Customers,1202.47,High Value,No
5876-QMYLD,23,20.05,415.1,4,Inactive,138.37,Low Value,No
2277-AXSDC,32,19.75,624.15,5,Inactive,260.06,Medium Value,No
9442-JTWDL,11,20.05,237.7,4,Inactive,79.23,Low Value,No
0979-PHULV,69,99.45,7007.6,11,Champions,6423.63,Premium,Yes
3067-SVMTC,68,55.9,3848.8,8,Loyal Customers,2565.87,High Value,No
5495-GPSRW,20,19.7,419.4,4,Inactive,139.8,Low Value,No
7606-BPHHN,72,19.8,1468.75,6,At Risk,734.38,Medium Value,No
4742-DRORA,60,95.4,5812.0,11,Champions,5327.67,Premium,No
0111-KLBQG,32,93.95,2861.45,10,Champions,2384.54,High Value,No
4800-VHZKI,1,19.9,19.9,3,Inactive,4.97,Low Value,Yes
7989-CHGTL,1,19.6,19.6,3,Inactive,4.9,Low Value,Yes
0334-GDDSO,3,81.35,233.7,6,At Risk,116.85,Low Value,Yes
4163-NCJAK,46,24.45,1066.15,6,At Risk,533.08,Medium Value,No
5233-AOZUF,29,74.95,2149.05,7,At Risk,1253.61,High Value,No
5973-EJGDP,51,87.35,4473.0,9,Loyal Customers,3354.75,Premium,No
1996-DBMUS,48,70.65,3545.05,7,At Risk,2067.95,High Value,No
7916-VCCPB,16,73.25,1195.75,7,At Risk,697.52,Medium Value,No
4686-GEFRM,70,98.7,6858.9,12,Champions,6858.9,Premium,No
5249-QYHEX,40,24.8,1024.7,6,At Risk,512.35,Medium Value,No
0578-SKVMF,22,83.3,1845.9,7,At Risk,1076.78,High Value,Yes
5564-NEMQO,1,75.3,75.3,6,At Risk,37.65,Low Value,Yes
2233-FAGXV,5,24.3,132.25,4,Inactive,44.08,Low Value,No
5605-IYGFG,7,69.85,515.45,4,Inactive,171.82,Medium Value,No
7663-ZTEGJ,29,100.55,2830.45,10,Champions,2358.71,High Value,No
3935-TBRZZ,44,25.7,1110.5,6,At Risk,555.25,Medium Value,No
8111-BKVDS,10,40.7,449.3,6,At Risk,224.65,Medium Value,No
2055-SIFSS,55,51.65,2838.55,7,At Risk,1655.82,High Value,No
2806-MLNTI,52,105.1,5376.4,11,Champions,4928.37,Premium,No
8734-DKSTZ,10,85.95,858.6,7,At Risk,500.85,Medium Value,No
4360-PNRQB,18,75.6,1395.05,7,At Risk,813.78,High Value,No
6152-ONASV,68,58.25,3975.7,9,Loyal Customers,2981.77,High Value,No
9063-ZGTUY,61,19.4,1182.55,6,At Risk,591.28,Medium Value,Yes
7781-HVGMK,72,65.2,4784.45,10,Champions,3987.04,Premium,No
2181-UAESM,2,53.45,119.5,5,Inactive,49.79,Low Value,No
2957-LOLHO,12,45.4,518.9,5,Inactive,216.21,Medium Value,Yes
6048-NJXHX,41,19.75,899.45,5,Inactive,374.77,Medium Value,No
2320-SLKMB,26,44.45,1183.8,6,At Risk,591.9,Medium Value,No
4980-URKXC,36,20.85,720.05,5,Inactive,300.02,Medium Value,No
4376-KFVRS,72,114.05,8468.2,12,Champions,8468.2,Premium,No
5886-VLQVU,35,89.85,3161.2,9,Loyal Customers,2370.9,High Value,No
3577-AMVUX,1,55.05,55.05,5,Inactive,22.94,Low Value,No
0771-WLCLA,16,112.95,1882.55,10,Champions,1568.79,High Value,No
5628-RKIFK,49,101.55,5070.4,10,Champions,4225.33,Premium,No
0206-TBWLC,54,114.65,6049.5,11,Champions,5545.38,Premium,No
2937-FTHUR,18,64.8,1166.7,7,At Risk,680.58,Medium Value,No
1910-FMXJM,36,80.4,2937.65,8,Loyal Customers,1958.43,High Value,No
7752-XUSCI,60,105.9,6396.45,12,Champions,6396.45,Premium,Yes
4110-PFEUZ,1,69.55,69.55,4,Inactive,23.18,Low Value,Yes
0732-OCQOC,52,25.05,1270.25,6,At Risk,635.12,Medium Value,No
5168-MSWXT,8,94.75,759.55,8,Loyal Customers,506.37,Medium Value,No
1090-ESELR,72,105.5,7611.55,12,Champions,7611.55,Premium,No
8592-PLTMQ,64,24.7,1642.75,7,At Risk,958.27,High Value,No
5760-WRAHC,22,69.75,1545.4,7,At Risk,901.48,High Value,No
8847-GEOOQ,60,60.2,3582.4,9,Loyal Customers,2686.8,High Value,No
0256-LTHVJ,28,81.05,2227.1,7,At Risk,1299.14,High Value,Yes
4785-FCIFB,61,24.4,1417.9,7,At Risk,827.11,High Value,No
8313-NDOIA,24,104.15,2494.65,10,Champions,2078.88,High Value,No
5149-CUZUJ,28,92.9,2768.35,9,Loyal Customers,2076.26,High Value,No
0942-KOWSM,30,80.8,2369.3,10,Champions,1974.42,High Value,No
4237-CLSMM,2,20.0,38.0,3,Inactive,9.5,Low Value,No
1452-VOQCH,1,75.1,75.1,6,At Risk,37.55,Low Value,No
4719-UMSIY,6,19.65,100.9,3,Inactive,25.22,Low Value,No
6614-VBEGU,24,69.45,1614.05,7,At Risk,941.53,High Value,No
0880-TKATG,4,101.15,385.9,8,Loyal Customers,257.27,Medium Value,Yes
3811-VBYBZ,7,99.8,673.25,8,Loyal Customers,448.83,Medium Value,Yes
1480-BKXGA,72,116.05,8404.9,12,Champions,8404.9,Premium,No
2996-XAUVF,70,40.05,2799.75,8,Loyal Customers,1866.5,High Value,No
9076-AXYIK,64,102.1,6538.45,12,Champions,6538.45,Premium,No
5968-XQIVE,72,89.7,6588.95,10,Champions,5490.79,Premium,No
8896-RAZCR,44,19.9,868.1,5,Inactive,361.71,Medium Value,No
4640-UHDOS,13,55.95,734.35,6,At Risk,367.18,Medium Value,Yes
4933-IKULF,17,20.65,330.6,4,Inactive,110.2,Low Value,No
3583-EKAPL,1,55.0,55.0,5,Inactive,22.92,Low Value,Yes
1304-BCCFO,9,70.05,564.4,6,At Risk,282.2,Medium Value,No
4104-PVRPS,24,53.6,1315.35,6,At Risk,657.68,Medium Value,No
9399-APLBT,1,74.7,74.7,6,At Risk,37.35,Low Value,Yes
2359-KMGLI,24,80.25,1861.5,7,At Risk,1085.88,High Value,Yes
3780-DDGSE,35,76.05,2747.2,9,Loyal Customers,2060.4,High Value,No
4431-EDMIQ,7,75.7,554.05,8,Loyal Customers,369.37,Medium Value,No
0306-JAELE,5,96.1,453.4,8,Loyal Customers,302.27,Medium Value,Yes
6227-HWPWX,15,69.0,994.8,5,Inactive,414.5,Medium Value,Yes
0486-LGCCH,11,19.65,225.75,4,Inactive,75.25,Low Value,No
0447-BEMNG,48,45.3,2145.0,7,At Risk,1251.25,High Value,Yes
4612-SSVHJ,20,81.45,1671.6,7,At Risk,975.1,High Value,No
5168-MQQCA,72,108.5,8003.8,12,Champions,8003.8,Premium,No
5949-XIKAE,8,83.55,680.05,6,At Risk,340.02,Medium Value,Yes
7971-HLVXI,72,84.5,6130.85,9,Loyal Customers,4598.14,Premium,No
9094-AZPHK,15,100.15,1415.0,9,Loyal Customers,1061.25,High Value,No
3649-JPUGY,72,88.6,6201.95,11,Champions,5685.12,Premium,No
8372-JUXUI,1,74.35,74.35,6,At Risk,37.17,Low Value,Yes
3552-CTCYF,63,104.8,6597.25,12,Champions,6597.25,Premium,No
6778-YSNIH,2,59.0,114.15,5,Inactive,47.56,Low Value,No
0388-EOPEX,2,74.4,139.4,6,At Risk,69.7,Low Value,Yes
5756-OZRIO,61,64.05,3902.6,9,Loyal Customers,2926.95,High Value,No
6579-JPICP,1,20.4,20.4,3,Inactive,5.1,Low Value,No
8205-OTCHB,22,43.75,903.6,6,At Risk,451.8,Medium Value,Yes
4134-BSXLX,28,60.9,1785.65,7,At Risk,1041.63,High Value,No
0505-SPOOW,70,19.8,1397.65,6,At Risk,698.82,Medium Value,No
6235-VDHOM,5,28.45,131.05,3,Inactive,32.76,Low Value,Yes
7783-YKGDV,12,99.7,1238.45,10,Champions,1032.04,High Value,Yes
4374-YMUSQ,34,116.25,3899.05,11,Champions,3574.13,Premium,No
4513-CXYIX,71,80.7,5676.0,9,Loyal Customers,4257.0,Premium,No
3957-HHLMR,70,65.2,4543.15,9,Loyal Customers,3407.36,Premium,No
7803-XOCCZ,52,84.05,4326.8,9,Loyal Customers,3245.1,Premium,No
5736-YEJAX,69,79.45,5502.55,11,Champions,5044.0,Premium,No
5609-CEBID,20,94.1,1782.4,9,Loyal Customers,1336.8,High Value,Yes
8981-FJGLA,11,78.0,851.8,7,At Risk,496.88,Medium Value,No
7218-HKQFK,2,94.2,167.5,8,Loyal Customers,111.67,Low Value,Yes
4636-QRJKY,6,80.5,502.85,6,At Risk,251.42,Medium Value,Yes
1135-LMECX,1,19.85,19.85,3,Inactive,4.96,Low Value,No
4332-MUOEZ,20,94.3,1818.3,9,Loyal Customers,1363.72,High Value,No
8535-SFUTN,61,106.45,6300.15,12,Champions,6300.15,Premium,No
5956-VKDTT,5,74.35,334.8,6,At Risk,167.4,Medium Value,Yes
8677-HDZEE,56,105.45,5916.95,12,Champions,5916.95,Premium,No
2475-MROZF,30,95.0,2852.4,11,Champions,2614.7,High Value,No
9412-GHEEC,40,104.8,4131.95,11,Champions,3787.62,Premium,Yes
3482-ABPKK,28,54.3,1546.3,6,At Risk,773.15,Medium Value,No
6705-LXORM,5,70.05,302.6,4,Inactive,100.87,Low Value,No
0257-ZESQC,27,75.2,1929.35,7,At Risk,1125.45,High Value,Yes
7531-GQHME,12,20.05,265.45,4,Inactive,88.48,Low Value,No
5174-ITUMV,67,105.4,6989.45,12,Champions,6989.45,Premium,No
4109-CYRBD,29,51.6,1442.0,6,At Risk,721.0,Medium Value,No
0913-XWSCN,55,85.5,4713.4,8,Loyal Customers,3142.27,Premium,No
6825-UYPFK,23,75.6,1758.6,7,At Risk,1025.85,High Value,Yes
8397-MVTAZ,34,100.05,3480.0,10,Champions,2900.0,High Value,Yes
0750-EBAIU,52,91.25,4738.3,10,Champions,3948.58,Premium,No
8606-CIQUL,72,115.75,8399.15,12,Champions,8399.15,Premium,No
3571-DPYUH,58,94.7,5430.35,11,Champions,4977.82,Premium,No
7601-GNDYK,35,19.6,686.95,5,Inactive,286.23,Medium Value,No
0356-OBMAC,56,99.9,5706.3,12,Champions,5706.3,Premium,No
8067-NIOYM,24,21.1,490.65,4,Inactive,163.55,Medium Value,No
1403-GYAFU,70,20.05,1360.25,6,At Risk,680.12,Medium Value,No
4234-XTNEA,2,79.95,174.45,6,At Risk,87.22,Low Value,No
1297-VQDRP,68,107.15,7379.8,12,Champions,7379.8,Premium,No
9282-IZGQK,1,85.0,85.0,6,At Risk,42.5,Low Value,Yes
5348-CAGXB,12,89.55,1021.75,8,Loyal Customers,681.17,Medium Value,No
0621-HJWXJ,63,81.55,5029.05,9,Loyal Customers,3771.79,Premium,No
5844-QVTAT,33,58.45,1955.4,8,Loyal Customers,1303.6,High Value,No
8905-IAZPF,69,95.65,6744.2,11,Champions,6182.18,Premium,No
5394-MEITZ,60,80.6,4946.7,11,Champions,4534.47,Premium,No
6859-QNXIQ,72,113.1,8248.5,12,Champions,8248.5,Premium,No
2782-LFZVW,11,58.95,601.6,6,At Risk,300.8,Medium Value,No
2866-IKBTM,1,19.55,19.55,3,Inactive,4.89,Low Value,No
1342-JPNKI,10,86.05,834.1,7,At Risk,486.56,Medium Value,Yes
2817-NTQDO,13,45.55,597.0,6,At Risk,298.5,Medium Value,Yes
7129-AZJDE,34,78.95,2647.2,8,Loyal Customers,1764.8,High Value,No
6986-IJDHX,39,86.3,3266.0,8,Loyal Customers,2177.33,High Value,Yes
2560-PPCHE,65,105.05,6744.25,12,Champions,6744.25,Premium,No
4676-MQUEA,50,101.9,5265.5,11,Champions,4826.71,Premium,No
8138-EALND,15,19.75,311.6,4,Inactive,103.87,Low Value,No
3580-HYCSP,72,110.3,7966.9,12,Champions,7966.9,Premium,No
1352-HNSAW,72,115.6,8220.4,12,Champions,8220.4,Premium,No
2075-PUEPR,55,19.35,1153.25,5,Inactive,480.52,Medium Value,No
1982-FEBTD,23,25.6,514.75,5,Inactive,214.48,Medium Value,No
5301-GAUUY,32,80.35,2596.15,8,Loyal Customers,1730.77,High Value,Yes
5791-KAJFD,56,68.75,3808.0,9,Loyal Customers,2856.0,High Value,No
2654-VBVPB,1,19.9,19.9,3,Inactive,4.97,Low Value,No
1154-HYWWO,38,70.6,2708.2,9,Loyal Customers,2031.15,High Value,No
2501-XWWTZ,11,70.2,760.05,5,Inactive,316.69,Medium Value,No
3716-UVSPD,1,49.3,49.3,5,Inactive,20.54,Low Value,No
6815-ABQFQ,56,107.25,6033.3,12,Champions,6033.3,Premium,No
7343-EOBEU,3,23.6,89.05,4,Inactive,29.68,Low Value,No
3701-SFMUH,7,69.7,516.15,6,At Risk,258.08,Medium Value,No
6103-LIANB,59,99.5,5861.75,11,Champions,5373.27,Premium,No
7319-VENRZ,7,64.3,445.95,6,At Risk,222.98,Medium Value,No
5846-NEQVZ,71,70.85,4973.4,10,Champions,4144.5,Premium,No
6967-QIQRV,15,101.9,1667.25,9,Loyal Customers,1250.44,High Value,No
5781-RFZRP,71,73.5,5357.75,11,Champions,4911.27,Premium,No
0939-YAPAF,35,100.25,3527.6,10,Champions,2939.67,High Value,Yes
0308-IVGOK,11,40.4,422.6,6,At Risk,211.3,Medium Value,No
7293-LSCDV,60,19.25,1103.25,6,At Risk,551.62,Medium Value,No
7025-WCBNE,47,59.6,2754.0,8,Loyal Customers,1836.0,High Value,No
5756-JYOJT,11,64.9,697.25,7,At Risk,406.73,Medium Value,No
4710-FDUIZ,56,100.3,5614.45,11,Champions,5146.58,Premium,Yes
6030-REHUX,28,110.85,3204.4,10,Champions,2670.33,High Value,No
9548-LIGTA,61,81.05,4747.65,11,Champions,4352.01,Premium,No
5150-LJNSR,31,98.05,3082.1,10,Champions,2568.42,High Value,No
8270-RKSAP,9,70.5,597.9,5,Inactive,249.12,Medium Value,No
6522-YRBXD,35,94.55,3365.4,10,Champions,2804.5,High Value,No
2640-LYMOV,2,19.65,38.8,3,Inactive,9.7,Low Value,No
1218-VKFPE,12,19.0,233.55,4,Inactive,77.85,Low Value,Yes
3627-FHKBK,1,75.3,75.3,6,At Risk,37.65,Low Value,Yes
2865-TCHJW,4,89.2,346.2,7,At Risk,201.95,Medium Value,Yes
1423-BMPBQ,1,19.0,19.0,3,Inactive,4.75,Low Value,No
2393-DIVAI,3,20.0,61.7,3,Inactive,15.42,Low Value,No
5192-EBGOV,1,85.7,85.7,6,At Risk,42.85,Low Value,Yes
4568-KNYWR,52,63.25,3342.45,8,Loyal Customers,2228.3,High Value,No
8752-IMQOS,5,20.1,85.1,3,Inactive,21.28,Low Value,No
0742-LAFQK,72,99.15,7422.1,12,Champions,7422.1,Premium,No
0795-LAFGP,71,90.4,6668.05,12,Champions,6668.05,Premium,No
0619-OLYUR,72,111.9,8071.05,12,Champions,8071.05,Premium,No
5512-IDZEI,46,24.9,1174.8,6,At Risk,587.4,Medium Value,No
0459-SPZHJ,63,83.5,5435.0,11,Champions,4982.08,Premium,No
0215-BQKGS,30,84.3,2438.6,9,Loyal Customers,1828.95,High Value,No
9244-ZVAPM,1,45.6,45.6,4,Inactive,15.2,Low Value,No
0719-SYFRB,12,61.65,713.75,7,At Risk,416.35,Medium Value,Yes
8208-EUMTE,16,54.85,916.15,7,At Risk,534.42,Medium Value,No
5172-MIGPM,4,65.55,237.2,6,At Risk,118.6,Low Value,No
1710-RCXUS,51,90.35,4614.55,10,Champions,3845.46,Premium,No
0374-FIUCA,65,20.4,1414.45,6,At Risk,707.22,Medium Value,No
5839-SUYVZ,16,74.55,1170.5,7,At Risk,682.79,Medium Value,No
5173-ZXXXL,2,19.95,47.7,3,Inactive,11.92,Low Value,No
1096-ADRUX,66,74.25,4859.25,9,Loyal Customers,3644.44,Premium,No
2001-MCUUW,46,108.65,4903.2,11,Champions,4494.6,Premium,No
2731-GJRDG,32,109.55,3608.0,11,Champions,3307.33,Premium,No
4723-BEGSG,72,86.65,6094.25,11,Champions,5586.4,Premium,No
6516-NKQBO,38,81.0,3084.9,10,Champions,2570.75,High Value,No
8672-OAUPW,51,47.85,2356.75,7,At Risk,1374.77,High Value,No
8207-DMRVL,72,114.55,8306.05,12,Champions,8306.05,Premium,No
3419-SNJJD,65,105.25,6786.4,12,Champions,6786.4,Premium,Yes
6543-CPZMK,9,29.95,248.95,3,Inactive,62.24,Low Value,Yes
4765-OXPPD,9,65.0,663.05,6,At Risk,331.52,Medium Value,Yes
2804-ETQDK,66,20.55,1357.1,6,At Risk,678.55,Medium Value,No
6689-VRRTK,44,109.8,4860.35,11,Champions,4455.32,Premium,No
7138-GIRSH,50,69.5,3418.2,8,Loyal Customers,2278.8,High Value,No
9396-ZSFLL,15,48.85,631.4,6,At Risk,315.7,Medium Value,No
6464-KEXXH,8,25.25,186.3,3,Inactive,46.58,Low Value,No
7134-MJPDY,66,102.85,6976.75,12,Champions,6976.75,Premium,No
5240-CAOYT,57,87.55,4884.85,10,Champions,4070.71,Premium,No
4059-IIEBK,7,78.55,522.95,6,At Risk,261.48,Medium Value,No
4881-JVQOD,10,34.55,362.6,4,Inactive,120.87,Low Value,No
0516-UXRMT,62,92.05,5755.8,11,Champions,5276.15,Premium,No
4851-BQDNX,40,85.05,3355.65,8,Loyal Customers,2237.1,High Value,No
5148-HKFIR,20,19.7,406.95,4,Inactive,135.65,Low Value,No
1009-IRMNA,7,20.0,137.6,3,Inactive,34.4,Low Value,Yes
3003-CMDUU,25,95.15,2395.7,9,Loyal Customers,1796.78,High Value,No
5016-IBERQ,23,84.25,1968.1,8,Loyal Customers,1312.07,High Value,No
6797-UCJHZ,66,104.6,6819.45,12,Champions,6819.45,Premium,No
2469-DTSGX,72,111.65,7943.45,12,Champions,7943.45,Premium,No
4554-YGZIH,49,90.05,4547.25,10,Champions,3789.38,Premium,Yes
5099-BAILX,43,110.75,4687.9,11,Champions,4297.24,Premium,Yes
9931-KGHOA,46,55.0,2473.95,7,At Risk,1443.14,High Value,No
1775-KWJKQ,72,89.85,6562.9,11,Champions,6015.99,Premium,No
7665-VIGUD,10,20.35,176.3,4,Inactive,58.77,Low Value,No
9411-TPQQV,40,54.55,2236.2,8,Loyal Customers,1490.8,High Value,No
7207-RMRDB,65,105.5,6985.65,12,Champions,6985.65,Premium,Yes
7954-MLBUN,31,99.45,3109.9,10,Champions,2591.58,High Value,No
2077-DDHJK,68,70.9,4911.35,11,Champions,4502.07,Premium,No
4913-EHYUI,56,104.55,5794.65,12,Champions,5794.65,Premium,Yes
0195-IESCP,10,85.25,855.3,7,At Risk,498.92,Medium Value,Yes
9574-BOSMD,68,25.4,1620.2,7,At Risk,945.12,High Value,No
4580-TMHJU,43,56.15,2499.3,7,At Risk,1457.93,High Value,Yes
0970-ETWGE,1,89.55,89.55,6,At Risk,44.78,Low Value,Yes
4908-XAXAY,49,89.85,4287.2,9,Loyal Customers,3215.4,Premium,No
8404-VLQFB,15,25.25,394.85,5,Inactive,164.52,Medium Value,No
1626-ERCMM,20,94.55,1899.65,9,Loyal Customers,1424.74,High Value,Yes
0887-HJGAR,1,45.7,45.7,4,Inactive,15.23,Low Value,Yes
2391-IPLOP,50,69.65,3442.15,8,Loyal Customers,2294.77,High Value,No
5644-PDMZC,2,89.5,161.5,7,At Risk,94.21,Low Value,Yes
3509-GWQGF,24,70.0,1732.6,5,Inactive,721.92,Medium Value,No
9576-ANLXO,3,69.55,222.3,4,Inactive,74.1,Low Value,Yes
2024-BASKD,1,74.6,74.6,6,At Risk,37.3,Low Value,Yes
5845-BZZIB,35,20.1,655.3,5,Inactive,273.04,Medium Value,No
1140-UKVZG,17,24.8,475.25,5,Inactive,198.02,Medium Value,No
4160-AMJTL,8,19.65,164.3,3,Inactive,41.08,Low Value,Yes
5183-SNMJQ,10,95.1,865.1,9,Loyal Customers,648.83,Medium Value,No
8100-PNJMH,68,88.85,6132.7,11,Champions,5621.64,Premium,No
7838-LAZFO,45,78.8,3597.5,10,Champions,2997.92,High Value,No
4464-JCOLN,2,19.85,35.9,3,Inactive,8.98,Low Value,Yes
2085-JVGAD,37,20.35,697.65,5,Inactive,290.69,Medium Value,No
5650-VDUDS,4,24.25,96.05,3,Inactive,24.01,Low Value,Yes
8095-WANWK,10,45.25,428.7,5,Inactive,178.62,Medium Value,No
3030-ZKIWL,1,20.05,20.05,3,Inactive,5.01,Low Value,No
9565-FLVCG,65,69.55,4459.15,9,Loyal Customers,3344.36,Premium,No
8755-OGKNA,57,19.5,1167.6,6,At Risk,583.8,Medium Value,No
2800-VEQXM,3,74.75,238.1,6,At Risk,119.05,Low Value,No
7538-GWHML,2,69.65,145.15,4,Inactive,48.38,Low Value,Yes
5533-RJFTJ,49,30.2,1453.1,5,Inactive,605.46,Medium Value,No
3859-CVCET,4,45.65,191.05,4,Inactive,63.68,Low Value,Yes
0214-JHPFW,70,57.8,4039.3,9,Loyal Customers,3029.48,Premium,No
5642-MHDQT,53,19.85,1039.45,5,Inactive,433.1,Medium Value,No
3088-FVYWK,53,25.55,1336.1,6,At Risk,668.05,Medium Value,No
3276-HDUEG,1,75.05,75.05,6,At Risk,37.52,Low Value,Yes
9092-GDZKO,22,24.85,493.4,5,Inactive,205.58,Medium Value,No
0823-HSCDJ,52,49.15,2550.9,7,At Risk,1488.02,High Value,Yes
3729-OWRVL,65,110.35,7246.15,12,Champions,7246.15,Premium,No
2324-AALNO,48,24.55,1203.95,6,At Risk,601.98,Medium Value,No
0822-GAVAP,2,34.7,62.25,3,Inactive,15.56,Low Value,Yes
5760-IFJOZ,3,107.95,313.6,9,Loyal Customers,235.2,Medium Value,No
2826-UWHIS,45,81.4,3775.85,8,Loyal Customers,2517.23,High Value,No
1448-PWKYE,1,80.0,80.0,6,At Risk,40.0,Low Value,Yes
7501-IWUNG,61,73.8,4616.05,10,Champions,3846.71,Premium,No
4957-TREIR,3,64.4,195.65,6,At Risk,97.82,Low Value,No
7251-LJBQN,40,103.75,4188.4,11,Champions,3839.37,Premium,No
8040-MNRTF,1,71.1,71.1,5,Inactive,29.62,Low Value,No
1536-HBSWP,1,49.9,49.9,5,Inactive,20.79,Low Value,No
5313-FPXWG,51,24.6,1266.4,6,At Risk,633.2,Medium Value,No
0067-DKWBL,2,49.25,91.1,5,Inactive,37.96,Low Value,Yes
0946-FKYTX,52,30.1,1623.4,5,Inactive,676.42,Medium Value,No
5076-YVXCM,51,83.4,4149.45,8,Loyal Customers,2766.3,High Value,No
8262-COGGB,1,20.45,20.45,3,Inactive,5.11,Low Value,No
6663-JOCQO,31,75.25,2344.5,10,Champions,1953.75,High Value,No
9620-QJREV,47,20.55,1013.05,5,Inactive,422.1,Medium Value,No
2276-YDAVZ,3,75.1,270.7,6,At Risk,135.35,Low Value,Yes
2682-KEVRP,22,20.05,417.0,4,Inactive,139.0,Low Value,No
2480-JZOSN,1,20.65,20.65,3,Inactive,5.16,Low Value,No
0078-XZMHT,72,85.15,6316.2,11,Champions,5789.85,Premium,No
5896-NPFWW,3,50.15,168.15,5,Inactive,70.06,Low Value,Yes
9978-HYCIN,47,84.95,4018.05,8,Loyal Customers,2678.7,High Value,No
8338-QIUNR,72,66.5,4811.6,9,Loyal Customers,3608.7,Premium,No
1525-LNLOJ,66,63.3,4189.7,9,Loyal Customers,3142.27,Premium,No
9450-TRJUU,35,83.15,2848.45,8,Loyal Customers,1898.97,High Value,No
1766-GKNMI,29,84.9,2516.2,7,At Risk,1467.78,High Value,No
6942-LBFDP,2,20.55,33.6,3,Inactive,8.4,Low Value,No
1456-TWCGB,4,49.25,208.45,5,Inactive,86.85,Low Value,No
7133-VBDCG,25,79.85,2015.35,7,At Risk,1175.62,High Value,Yes
7596-ZYWBB,65,59.6,3739.8,9,Loyal Customers,2804.85,High Value,No
8329-UTMVM,27,104.65,2964.0,10,Champions,2470.0,High Value,No
3014-WJKSM,29,75.3,2263.4,7,At Risk,1320.32,High Value,No
3347-YJZZE,29,80.1,2211.8,9,Loyal Customers,1658.85,High Value,No
1029-QFBEN,1,19.55,19.55,3,Inactive,4.89,Low Value,Yes
7929-DMBCV,20,81.0,1683.7,7,At Risk,982.16,High Value,No
9661-JALZV,58,24.7,1519.0,7,At Risk,886.08,High Value,No
5433-KYGHE,14,86.0,1164.05,8,Loyal Customers,776.03,Medium Value,No
4312-KFRXN,72,25.4,1710.9,7,At Risk,998.03,High Value,No
5575-TPIZQ,46,89.15,4245.55,9,Loyal Customers,3184.16,Premium,No
0114-IGABW,71,58.25,4145.9,9,Loyal Customers,3109.42,Premium,No
9944-AEXBM,32,85.65,2664.3,8,Loyal Customers,1776.2,High Value,No
